simulation,placebo_mean_R
983,0.22754554723875622
984,0.2305975735909837
985,0.2063870751893676
986,0.17172031696278575
987,0.1950260059835469
988,0.2143351110446065
989,0.24400942587168278
990,0.24742904098120014
991,0.2063870751893676
992,0.19996686382329393
993,0.2138821132158569
994,0.22799854506750586
995,0.22319125985823515
996,0.26731511489244386
997,0.2494032815401794
998,0.23572766573943837
999,0.20588367807750374
1000,0.1945730081547973
1001,0.23482788995007015
1002,0.2687002048233973
1003,0.23518627895628993
1004,0.21425893041951197
1005,0.19968353882940273
1006,0.1667427429971347
1007,0.17499275987768814
1008,0.21188058993552872
1009,0.22115673467967123
1010,0.2114898846164735
1011,0.18353438399735605
1012,0.23198266352193708
1013,0.2721429364946801
1014,0.23076759087054435
1015,0.1822946640628514
1016,0.2093503888926005
1017,0.20371186604079522
1018,0.18630342980039458
1019,0.25797610535991683
1020,0.2780597507488899
1021,0.2494032815401794
1022,0.19829844889844928
1023,0.2042152631526591
1024,0.20746190184978322
1025,0.17997748202969416
1026,0.24340071376980757
1027,0.22972955849940865
1028,0.19829844889844928
1029,0.19996686382329393
1030,0.23934041469028183
1031,0.23611837105849373
1032,0.1896443320928919
1033,0.22981085148522862
1034,0.18865619390058755
1035,0.18865619390058755
1036,0.2494032815401794
1037,0.26159587211596336
1038,0.18405032477786615
1039,0.17172031696278575
1040,0.1950260059835469
1041,0.2522363261904708
1042,0.26080915001020827
1043,0.23376560695830076
1044,0.2415122267269903
1045,0.1971978180202554
1046,0.2687002048233973
1047,0.2138821132158569
1048,0.1945730081547973
1049,0.24805052536816385
1050,0.24539451580263616
1051,0.234342575808485
1052,0.1945730081547973
1053,0.20796529896164706
1054,0.23376560695830076
1055,0.23572766573943837
1056,0.1726322745299957
1057,0.2215228449333905
1058,0.21242197671867724
1059,0.2178786971755585
1060,0.22834446856845525
1061,0.2298425947369195
1062,0.19960224584358277
1063,0.23076759087054435
1064,0.24793243809306398
1065,0.23874318092395183
1066,0.23293940290725287
1067,0.27727302864313486
1068,0.22567698066738248
1069,0.19878318997888983
1070,0.24539451580263616
1071,0.24742904098120014
1072,0.16581065089493094
1073,0.24524914580618742
1074,0.21366169665318197
1075,0.26159587211596336
1076,0.19687005565296065
1077,0.23885621716146263
1078,0.2192637871065119
1079,0.2155187848890106
1080,0.2373580909929984
1081,0.23572766573943837
1082,0.22392578048270975
1083,0.2735280264256335
1084,0.17448936276582433
1085,0.20095500201559835
1086,0.22981085148522862
1087,0.2780597507488899
1088,0.2004702609351578
1089,0.21650692308131497
1090,0.1950260059835469
1091,0.20330776611579124
1092,0.23017035710421435
1093,0.23857289216757144
1094,0.23017035710421435
1095,0.2535072458250451
1096,0.24666543543721045
1097,0.21326567986648212
1098,0.23611837105849373
1099,0.2298425947369195
1100,0.24524914580618742
1101,0.26731511489244386
1102,0.25942406007925484
1103,0.23020155680428392
1104,0.19829844889844928
1105,0.23934041469028183
1106,0.24663423573714083
1107,0.23984381180214565
1108,0.26080915001020827
1109,0.18413161776368608
1110,0.2530230482962259
1111,0.15616839589706913
1112,0.24539451580263616
1113,0.2305975735909837
1114,0.19779505178658546
1115,0.19960224584358277
1116,0.2412289017330991
1117,0.23020155680428392
1118,0.18136257196064756
1119,0.25396733962237367
1120,0.2082881059008311
1121,0.24400942587168278
1122,0.22101944782152666
1123,0.2143351110446065
1124,0.27727302864313486
1125,0.22319125985823515
