asset,horizon,side,split,leaf,rule,signals,mean_R,win_rate,sensitivity,specificity,youden_J,candidate
intraday,1bar,LONG,TRAIN,5,minute_from_open <= 317.5 AND minute_from_open > 7.5 AND cpr_width_atr > 0.13,364,-0.0001293092323380742,0.510989010989011,0.3788187372708758,0.6283924843423799,0.007211221613255603,TRAIN_PARETO
intraday,1bar,LONG,TRAIN,2,minute_from_open <= 317.5 AND minute_from_open <= 7.5,152,0.00632348085784352,0.5789473684210527,0.17922606924643583,0.8663883089770354,0.04561437822347125,TRAIN_PARETO
intraday,1bar,LONG,TRAIN,6,minute_from_open > 317.5,130,0.00967109541200511,0.6076923076923076,0.16089613034623218,0.8935281837160751,0.0544243140623073,TRAIN_PARETO
intraday,1bar,SHORT,TRAIN,10,minute_from_open > 252.5 AND cpr_width_atr > 0.1048,165,0.019560553307674464,0.6121212121212121,0.24514563106796117,0.8623655913978494,0.10751122246581057,TRAIN_PARETO
intraday,1bar,SHORT,TRAIN,3,minute_from_open <= 252.5 AND intraday_range_atr <= 0.5609 AND close_vs_pdl_atr <= -0.06507,110,-0.000753074543460616,0.5545454545454546,0.14805825242718446,0.8946236559139785,0.04268190834116292,TRAIN_PARETO
intraday,3bar,LONG,TRAIN,10,intraday_move_atr > 0.1698 AND close_vs_pdl_atr > 0.8619,192,0.029105628787648302,0.65625,0.25149700598802394,0.8543046357615894,0.10580164174961348,TRAIN_PARETO
intraday,3bar,LONG,TRAIN,7,intraday_move_atr <= 0.1698 AND minute_from_open > 132.5 AND gap_atr > 0.2846,153,0.009791787173255363,0.6013071895424836,0.18363273453093812,0.8653421633554084,0.04897489788634646,TRAIN_PARETO
intraday,3bar,SHORT,TRAIN,8,atr_pct > 0.009073 AND atr_pct > 0.01078 AND atr_pct > 0.01218,338,0.00315371713720477,0.45857988165680474,0.35962877030162416,0.5763888888888888,-0.06398234080948706,TRAIN_PARETO
intraday,3bar,SHORT,TRAIN,3,atr_pct <= 0.009073 AND intraday_range_atr > 0.5782,169,-0.006769942767688006,0.5207100591715976,0.20417633410672853,0.8125,0.01667633410672842,TRAIN_PARETO
intraday,3bar,SHORT,TRAIN,2,atr_pct <= 0.009073 AND intraday_range_atr <= 0.5782,100,0.04155610955615264,0.67,0.1554524361948956,0.9236111111111112,0.07906354730600684,TRAIN_PARETO
intraday,6bar,LONG,TRAIN,4,prior_day_return_atr <= 0.364 AND minute_from_open <= 252.5 AND intraday_range_atr > 0.3235,286,0.004005061184965423,0.4755244755244755,0.29694323144104806,0.6651785714285714,-0.03787819713038054,TRAIN_PARETO
intraday,6bar,LONG,TRAIN,3,prior_day_return_atr <= 0.364 AND minute_from_open <= 252.5 AND intraday_range_atr <= 0.3235,145,0.0321745254642608,0.5862068965517241,0.185589519650655,0.8660714285714286,0.05166094822208356,TRAIN_PARETO
intraday,6bar,LONG,TRAIN,5,prior_day_return_atr <= 0.364 AND minute_from_open > 252.5,124,0.013427612850330372,0.6612903225806451,0.17903930131004367,0.90625,0.08528930131004375,TRAIN_PARETO
intraday,6bar,SHORT,TRAIN,6,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr <= -0.2382,332,0.0166294644083405,0.5090361445783133,0.42676767676767674,0.6137440758293838,0.040511752597060635,TRAIN_PARETO
intraday,6bar,SHORT,TRAIN,3,intraday_move_atr <= 0.005843 AND minute_from_open <= 102.5 AND minute_from_open <= 42.5,177,0.01604710657046062,0.5141242937853108,0.2297979797979798,0.7962085308056872,0.0260065106036671,TRAIN_PARETO
intraday,6bar,SHORT,TRAIN,7,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr > -0.2382,107,0.044272985459569286,0.6542056074766355,0.17676767676767677,0.9123222748815166,0.08908995164919342,TRAIN_PARETO
intraday,12bar,LONG,TRAIN,12,intraday_move_atr > 0.1639 AND gap_atr > 0.1953,121,0.07774347014734079,0.7107438016528925,0.2042755344418052,0.914004914004914,0.11828044844671926,TRAIN_PARETO
intraday,12bar,SHORT,TRAIN,4,intraday_move_atr <= -0.04023 AND minute_from_open > 22.5 AND minute_from_open <= 257.5,394,-0.018890433772445647,0.4619289340101523,0.4945652173913043,0.44935064935064933,-0.0560841332580464,TRAIN_PARETO
intraday,12bar,SHORT,TRAIN,2,intraday_move_atr <= -0.04023 AND minute_from_open <= 22.5,113,0.024948092703430187,0.6460176991150443,0.1983695652173913,0.8961038961038961,0.09447346132128742,TRAIN_PARETO
intraday,EOD,LONG,TRAIN,3,prior_day_return_atr <= 0.5842 AND prior_day_range_atr <= 0.7398 AND close_vs_pdl_atr <= 0.7044,249,0.010975243286424501,0.5783132530120482,0.2987551867219917,0.7848360655737705,0.08359125229576225,TRAIN_PARETO
intraday,EOD,LONG,TRAIN,7,prior_day_return_atr <= 0.5842 AND prior_day_range_atr > 0.7398 AND atr_pct > 0.009303,183,0.03070822204831182,0.5519125683060109,0.2095435684647303,0.8319672131147541,0.0415107815794844,TRAIN_PARETO
intraday,EOD,LONG,TRAIN,6,prior_day_return_atr <= 0.5842 AND prior_day_range_atr > 0.7398 AND atr_pct <= 0.009303,126,0.13302038007776823,0.746031746031746,0.1950207468879668,0.9344262295081968,0.12944697639616365,TRAIN_PARETO
intraday,EOD,SHORT,TRAIN,5,cpr_width_atr > 0.05243 AND prior_day_return_atr <= 0.2565 AND cpr_width_atr > 0.1462,353,0.007151537059168983,0.5382436260623229,0.4212860310421286,0.6173708920187794,0.038656923060907955,TRAIN_PARETO
intraday,EOD,SHORT,TRAIN,4,cpr_width_atr > 0.05243 AND prior_day_return_atr <= 0.2565 AND cpr_width_atr <= 0.1462,181,0.16799916659488762,0.7182320441988951,0.28824833702882485,0.8802816901408451,0.16853002716966992,TRAIN_PARETO
swing,2session,LONG,TRAIN,6,prior_day_return_atr > -0.4091 AND prior_day_return_atr > -0.1931 AND prior_day_range_atr > 0.6009,574,-0.05540628163493324,0.4895470383275261,0.5509803921568628,0.3630434782608696,-0.08597612958226764,TRAIN_PARETO
swing,2session,LONG,TRAIN,5,prior_day_return_atr > -0.4091 AND prior_day_return_atr > -0.1931 AND prior_day_range_atr <= 0.6009,168,0.24055005054640505,0.6904761904761905,0.22745098039215686,0.8869565217391304,0.11440750213128736,TRAIN_PARETO
swing,2session,LONG,TRAIN,1,prior_day_return_atr <= -0.4091,106,0.36231483626446886,0.7641509433962265,0.1588235294117647,0.9456521739130435,0.10447570332480804,TRAIN_PARETO
swing,2session,SHORT,TRAIN,10,prior_day_return_atr > -0.4232 AND prior_day_range_atr > 0.7193 AND atr_pct > 0.01149,119,0.5157685768202905,0.6974789915966386,0.2144702842377261,0.926530612244898,0.14100089648262415,TRAIN_PARETO
swing,3session,LONG,TRAIN,5,prior_day_return_atr > -0.4091 AND atr_pct <= 0.01226 AND prior_day_range_atr > 0.6686,350,-0.07146244210841216,0.5028571428571429,0.3283582089552239,0.5990783410138248,-0.07256345003095133,TRAIN_PARETO
swing,3session,LONG,TRAIN,4,prior_day_return_atr > -0.4091 AND atr_pct <= 0.01226 AND prior_day_range_atr <= 0.6686,192,0.35996920761581536,0.7447916666666666,0.2667910447761194,0.8870967741935484,0.15388781896966774,TRAIN_PARETO
swing,3session,LONG,TRAIN,1,prior_day_return_atr <= -0.4091,106,0.4540943572554003,0.7547169811320755,0.14925373134328357,0.9400921658986175,0.089345897241901,TRAIN_PARETO
swing,3session,SHORT,TRAIN,9,atr_pct > 0.01149 AND atr_pct <= 0.01425 AND prior_day_return_atr > -0.4816,205,0.4557692300909382,0.6731707317073171,0.3415841584158416,0.8583509513742071,0.1999351097900488,TRAIN_PARETO
swing,3session,SHORT,TRAIN,8,atr_pct > 0.01149 AND atr_pct <= 0.01425 AND prior_day_return_atr <= -0.4816,101,0.0007268687550228027,0.48514851485148514,0.12128712871287128,0.8900634249471459,0.011350553660017138,TRAIN_PARETO
swing,5session,LONG,TRAIN,3,atr_pct <= 0.009612 AND close_vs_pdh_atr <= 0.06412 AND prior_day_return_atr <= 0.2999,148,1.0009229427085866,0.8378378378378378,0.22545454545454546,0.9428571428571428,0.1683116883116882,TRAIN_PARETO
swing,5session,SHORT,TRAIN,8,atr_pct > 0.01149 AND atr_pct <= 0.01407 AND cpr_width_atr <= 0.1549,150,0.8120909441159858,0.78,0.2799043062200957,0.9281045751633987,0.20800888138349438,TRAIN_PARETO
swing,10session,LONG,TRAIN,8,atr_pct > 0.009735 AND atr_pct <= 0.0142 AND prior_day_return_atr <= 0.5179,311,-0.38065427512775885,0.49517684887459806,0.27353463587921845,0.6142506142506142,-0.11221474987016733,TRAIN_PARETO
swing,10session,LONG,TRAIN,5,atr_pct <= 0.009735 AND atr_pct > 0.008589,149,1.3155806551249458,0.825503355704698,0.21847246891651864,0.9361179361179361,0.15459040503445487,TRAIN_PARETO
swing,10session,SHORT,TRAIN,4,atr_pct <= 0.01403 AND atr_pct <= 0.01214 AND intraday_range_atr > 0.4762,376,-0.5006499259610343,0.38563829787234044,0.453125,0.585278276481149,0.03840327648114905,TRAIN_PARETO
swing,10session,SHORT,TRAIN,7,atr_pct <= 0.01403 AND atr_pct > 0.01214 AND intraday_range_atr > 0.5369,129,0.5926106598384344,0.627906976744186,0.253125,0.9138240574506283,0.16694905745062827,TRAIN_PARETO
