asset,horizon,side,split,leaf,rule,signals,mean_R,win_rate,sensitivity,specificity,youden_J
intraday,6bar,LONG,TEST,3,prior_day_return_atr <= 0.365 AND minute_from_open <= 252.5 AND intraday_range_atr <= 0.3235,93,0.0020960168700112063,0.5268817204301075,0.19367588932806323,0.808695652173913,0.002371541501976271
intraday,6bar,LONG,TEST,4,prior_day_return_atr <= 0.365 AND minute_from_open <= 252.5 AND intraday_range_atr > 0.3235,127,0.0022766533299154674,0.5275590551181102,0.2648221343873518,0.7391304347826086,0.0039525691699604515
intraday,6bar,LONG,TEST,5,prior_day_return_atr <= 0.365 AND minute_from_open > 252.5,52,-0.013338670677257884,0.5576923076923077,0.11462450592885376,0.9,0.014624505928853893
intraday,6bar,LONG,TEST,7,prior_day_return_atr > 0.365 AND intraday_range_atr <= 0.4931,137,-0.010375961843700226,0.48175182481751827,0.2608695652173913,0.691304347826087,-0.047826086956521685
intraday,6bar,LONG,TEST,8,prior_day_return_atr > 0.365 AND intraday_range_atr > 0.4931,74,0.0019567756560082985,0.5675675675675675,0.16600790513833993,0.8608695652173913,0.026877470355731292
intraday,6bar,SHORT,TRAIN,3,intraday_move_atr <= 0.005843 AND minute_from_open <= 102.5 AND minute_from_open <= 42.5,177,0.01604710657046062,0.5141242937853108,0.2297979797979798,0.7962085308056872,0.0260065106036671
intraday,6bar,SHORT,TRAIN,4,intraday_move_atr <= 0.005843 AND minute_from_open <= 102.5 AND minute_from_open > 42.5,102,-0.04071808460440982,0.30392156862745096,0.07828282828282829,0.8317535545023697,-0.08996361721480206
intraday,6bar,SHORT,TRAIN,6,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr <= -0.2382,332,0.0166294644083405,0.5090361445783133,0.42676767676767674,0.6137440758293838,0.040511752597060635
intraday,6bar,SHORT,TRAIN,7,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr > -0.2382,107,0.044272985459569286,0.6542056074766355,0.17676767676767677,0.9123222748815166,0.08908995164919342
intraday,6bar,SHORT,TRAIN,8,intraday_move_atr > 0.005843,100,-0.052116063167375194,0.35,0.08838383838383838,0.8459715639810427,-0.06564459763511898
intraday,6bar,SHORT,VALIDATION,3,intraday_move_atr <= 0.005843 AND minute_from_open <= 102.5 AND minute_from_open <= 42.5,137,-0.0197016087115935,0.48175182481751827,0.24719101123595505,0.7828746177370031,0.03006562897295817
intraday,6bar,SHORT,VALIDATION,4,intraday_move_atr <= 0.005843 AND minute_from_open <= 102.5 AND minute_from_open > 42.5,86,-0.03356757170981271,0.37209302325581395,0.1198501872659176,0.8348623853211009,-0.04528742741298153
intraday,6bar,SHORT,VALIDATION,6,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr <= -0.2382,230,0.028077586085051922,0.49130434782608695,0.4232209737827715,0.6422018348623854,0.06542280864515693
intraday,6bar,SHORT,VALIDATION,7,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr > -0.2382,64,-0.007348162560068584,0.421875,0.10112359550561797,0.8868501529051988,-0.012026251589183246
intraday,6bar,SHORT,VALIDATION,8,intraday_move_atr > 0.005843,77,-0.0475238415765558,0.37662337662337664,0.10861423220973783,0.8532110091743119,-0.03817475861595021
intraday,6bar,SHORT,TEST,3,intraday_move_atr <= 0.005843 AND minute_from_open <= 102.5 AND minute_from_open <= 42.5,105,-0.010813953420087405,0.5142857142857142,0.24545454545454545,0.7723214285714286,0.017775974025973973
intraday,6bar,SHORT,TEST,4,intraday_move_atr <= 0.005843 AND minute_from_open <= 102.5 AND minute_from_open > 42.5,47,-0.008138099716974347,0.5319148936170213,0.11363636363636363,0.9017857142857143,0.015422077922077948
intraday,6bar,SHORT,TEST,6,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr <= -0.2382,158,-0.017348203504309424,0.43670886075949367,0.31363636363636366,0.6026785714285714,-0.08368506493506489
intraday,6bar,SHORT,TEST,7,intraday_move_atr <= 0.005843 AND minute_from_open > 102.5 AND intraday_move_atr > -0.2382,45,-0.024048789084261626,0.4444444444444444,0.09090909090909091,0.8883928571428571,-0.020698051948051965
intraday,6bar,SHORT,TEST,8,intraday_move_atr > 0.005843,89,0.028735116438604224,0.5842696629213483,0.23636363636363636,0.8348214285714286,0.07118506493506493
intraday,12bar,LONG,TRAIN,3,intraday_move_atr <= 0.1639 AND minute_from_open <= 87.5 AND atr_pct <= 0.01043,106,-0.01680206038874503,0.49056603773584906,0.12351543942992874,0.8673218673218673,-0.009162693248203957
intraday,12bar,LONG,TRAIN,4,intraday_move_atr <= 0.1639 AND minute_from_open <= 87.5 AND atr_pct > 0.01043,132,-0.046182035682761954,0.30303030303030304,0.09501187648456057,0.773955773955774,-0.13103234955966547
intraday,12bar,LONG,TRAIN,6,intraday_move_atr <= 0.1639 AND minute_from_open > 87.5 AND prior_day_return_atr <= 0.2728,107,-0.0045957763852561475,0.616822429906542,0.15676959619952494,0.8992628992628993,0.05603249546242428
intraday,12bar,LONG,TRAIN,7,intraday_move_atr <= 0.1639 AND minute_from_open > 87.5 AND prior_day_return_atr > 0.2728,162,-0.04653642822568888,0.46296296296296297,0.17814726840855108,0.7862407862407862,-0.0356119453506627
intraday,12bar,LONG,TRAIN,10,intraday_move_atr > 0.1639 AND gap_atr <= 0.1953 AND close_vs_pdl_atr <= 0.8072,100,-0.03685056912530202,0.45,0.10688836104513064,0.8648648648648649,-0.028246774090004423
intraday,12bar,LONG,TRAIN,11,intraday_move_atr > 0.1639 AND gap_atr <= 0.1953 AND close_vs_pdl_atr > 0.8072,100,0.03621915165811785,0.57,0.13539192399049882,0.8943488943488943,0.029740818339393016
intraday,12bar,LONG,TRAIN,12,intraday_move_atr > 0.1639 AND gap_atr > 0.1953,121,0.07774347014734079,0.7107438016528925,0.2042755344418052,0.914004914004914,0.11828044844671926
intraday,12bar,LONG,VALIDATION,3,intraday_move_atr <= 0.1639 AND minute_from_open <= 87.5 AND atr_pct <= 0.01043,61,-0.028323418493770652,0.4426229508196721,0.07605633802816901,0.9014492753623189,-0.022494386609512085
intraday,12bar,LONG,VALIDATION,4,intraday_move_atr <= 0.1639 AND minute_from_open <= 87.5 AND atr_pct > 0.01043,166,-0.012627497512274452,0.45180722891566266,0.2112676056338028,0.736231884057971,-0.05250051030822611
intraday,12bar,LONG,VALIDATION,6,intraday_move_atr <= 0.1639 AND minute_from_open > 87.5 AND prior_day_return_atr <= 0.2728,91,-0.02423988619549856,0.4945054945054945,0.1267605633802817,0.8666666666666667,-0.00657276995305156
intraday,12bar,LONG,VALIDATION,7,intraday_move_atr <= 0.1639 AND minute_from_open > 87.5 AND prior_day_return_atr > 0.2728,168,-0.01655816105793438,0.49404761904761907,0.23380281690140844,0.7536231884057971,-0.01257399469279441
intraday,12bar,LONG,VALIDATION,10,intraday_move_atr > 0.1639 AND gap_atr <= 0.1953 AND close_vs_pdl_atr <= 0.8072,86,0.03247359761504318,0.6395348837209303,0.15492957746478872,0.9101449275362319,0.06507450500102063
intraday,12bar,LONG,VALIDATION,11,intraday_move_atr > 0.1639 AND gap_atr <= 0.1953 AND close_vs_pdl_atr > 0.8072,65,-0.03270584743821971,0.5538461538461539,0.10140845070422536,0.9159420289855073,0.01735047968973258
intraday,12bar,LONG,VALIDATION,12,intraday_move_atr > 0.1639 AND gap_atr > 0.1953,63,0.06204235432018146,0.5396825396825397,0.09577464788732394,0.9159420289855073,0.011716676872831178
intraday,12bar,LONG,TEST,3,intraday_move_atr <= 0.1639 AND minute_from_open <= 87.5 AND atr_pct <= 0.01043,83,-0.05629683639393628,0.4578313253012048,0.1630901287553648,0.7972972972972973,-0.03961257394733797
intraday,12bar,LONG,TEST,4,intraday_move_atr <= 0.1639 AND minute_from_open <= 87.5 AND atr_pct > 0.01043,82,-0.00476908696575305,0.4634146341463415,0.1630901287553648,0.8018018018018018,-0.0351080694428334
intraday,12bar,LONG,TEST,6,intraday_move_atr <= 0.1639 AND minute_from_open > 87.5 AND prior_day_return_atr <= 0.2728,51,-0.032621724303387965,0.5098039215686274,0.11158798283261803,0.8873873873873874,-0.0010246297799945125
intraday,12bar,LONG,TEST,7,intraday_move_atr <= 0.1639 AND minute_from_open > 87.5 AND prior_day_return_atr > 0.2728,105,-0.013382451681284192,0.42857142857142855,0.19313304721030042,0.7297297297297297,-0.07713722305996984
intraday,12bar,LONG,TEST,10,intraday_move_atr > 0.1639 AND gap_atr <= 0.1953 AND close_vs_pdl_atr <= 0.8072,61,0.019958407824028593,0.639344262295082,0.16738197424892703,0.9009009009009009,0.06828287514982789
intraday,12bar,LONG,TEST,11,intraday_move_atr > 0.1639 AND gap_atr <= 0.1953 AND close_vs_pdl_atr > 0.8072,36,0.050176081053056286,0.6111111111111112,0.0944206008583691,0.9369369369369369,0.03135753779530592
intraday,12bar,LONG,TEST,12,intraday_move_atr > 0.1639 AND gap_atr > 0.1953,37,0.031967132608869187,0.6756756756756757,0.1072961373390558,0.9459459459459459,0.053242083285001796
intraday,12bar,SHORT,TRAIN,2,intraday_move_atr <= -0.04023 AND minute_from_open <= 22.5,113,0.024948092703430187,0.6460176991150443,0.1983695652173913,0.8961038961038961,0.09447346132128742
intraday,12bar,SHORT,TRAIN,4,intraday_move_atr <= -0.04023 AND minute_from_open > 22.5 AND minute_from_open <= 257.5,394,-0.018890433772445647,0.4619289340101523,0.4945652173913043,0.44935064935064933,-0.0560841332580464
intraday,12bar,SHORT,TRAIN,5,intraday_move_atr <= -0.04023 AND minute_from_open > 22.5 AND minute_from_open > 257.5,120,0.06013577961085306,0.5916666666666667,0.19293478260869565,0.8727272727272727,0.06566205533596836
intraday,12bar,SHORT,TRAIN,6,intraday_move_atr > -0.04023,126,-0.04673866167859819,0.3333333333333333,0.11413043478260869,0.7818181818181819,-0.1040513833992095
intraday,12bar,SHORT,VALIDATION,2,intraday_move_atr <= -0.04023 AND minute_from_open <= 22.5,94,-0.002123256715624713,0.5319148936170213,0.19011406844106463,0.8428571428571429,0.03297121129820746
intraday,12bar,SHORT,VALIDATION,4,intraday_move_atr <= -0.04023 AND minute_from_open > 22.5 AND minute_from_open <= 257.5,275,0.0019026062987764418,0.4618181818181818,0.4828897338403042,0.4714285714285714,-0.04568169473112438
intraday,12bar,SHORT,VALIDATION,5,intraday_move_atr <= -0.04023 AND minute_from_open > 22.5 AND minute_from_open > 257.5,91,0.04200838954428891,0.5164835164835165,0.17870722433460076,0.8428571428571429,0.021564367191743594
intraday,12bar,SHORT,VALIDATION,6,intraday_move_atr > -0.04023,83,-0.014346873234006283,0.46987951807228917,0.1482889733840304,0.8428571428571429,-0.008853883758826786
intraday,12bar,SHORT,TEST,2,intraday_move_atr <= -0.04023 AND minute_from_open <= 22.5,61,-0.00044539017634477574,0.5901639344262295,0.16363636363636364,0.8697916666666666,0.03342803030303032
intraday,12bar,SHORT,TEST,4,intraday_move_atr <= -0.04023 AND minute_from_open > 22.5 AND minute_from_open <= 257.5,195,-0.011734872255026257,0.5282051282051282,0.4681818181818182,0.5208333333333334,-0.010984848484848486
intraday,12bar,SHORT,TEST,5,intraday_move_atr <= -0.04023 AND minute_from_open > 22.5 AND minute_from_open > 257.5,59,-0.020620017876382516,0.4406779661016949,0.11818181818181818,0.828125,-0.053693181818181834
intraday,12bar,SHORT,TEST,6,intraday_move_atr > -0.04023,97,0.03343673444450483,0.5670103092783505,0.25,0.78125,0.03125
intraday,EOD,LONG,TRAIN,3,prior_day_return_atr <= 0.5879 AND prior_day_range_atr <= 0.7398 AND close_vs_pdl_atr <= 0.7044,249,0.010975243286424501,0.5783132530120482,0.2987551867219917,0.7848360655737705,0.08359125229576225
intraday,EOD,LONG,TRAIN,4,prior_day_return_atr <= 0.5879 AND prior_day_range_atr <= 0.7398 AND close_vs_pdl_atr > 0.7044,138,-0.16295495108570462,0.2971014492753623,0.08506224066390042,0.8012295081967213,-0.11370825113937821
