dataset,status,source_commit,source_sha256,cutoff,regime_leaf,side,horizon,strategy
PHASE9I_FRESH_HOLDOUT,INSUFFICIENT_NEW_HOLDOUT,e8f19f3f53ca6fac0b116e83508e814e568dca54,8861e062df4d1aa861120c2b1613f8b50e0de7d99fd89625066077e224a5aa5f,2026-09-17T15:30:00+05:30,LEAF_4,SHORT,10session,ATR_STOP_1R_TARGET_2R
